frame;n_blobs;blob_id;blob_classification;blob_classification_color;blob_motion_index;blob_positive_index;blob_contour_std_deviation;blob_centerX;blob_centerY;blob_speedX;blob_speedY;blob_minX;blob_minY;blob_maxX;blob_maxY;blob_area;blob_perimeter;blob_convex_hull_area;blob_convex_hull_perimeter;blob_aspect_ratio;blob_extent_ratio;blob_solidity_ratio;blob_diameter;blob_compactness;blob_major_axis_rotation;blob_minor_axis_rotation;blob_rotation
191;1;0;person;blue;135;192;48,73415265130522;79,90205412821118;139,9561621803186;6,633902053810559;5,682228652479722;37;26;129;240;12236,0;553,3624783754349;14449,0;517,9286292791367;0,42990654205607476;0,6214953271028038;0,8468406118070455;124,81730276439822;25,02533773077833;83,2986831665039;221,98214721679688;11,569910049438477
192;1;0;person;blue;136;193;46,084718375227524;89,50194171833323;141,3430537275213;9,599887590122052;1,3868915472027084;48;28;136;240;12285,5;544,492421746254;14100,5;515,7160968780518;0,41509433962264153;0,6585280874785592;0,8712811602425445;125,06951837615688;24,13186254845961;84,74029541015625;214,1096649169922;10,804193496704102
193;1;0;person;blue;137;194;48,43728355505017;99,11470691339102;144,91590506030042;9,61276519505779;3,5728513327791234;57;30;143;238;11914,5;548,4924213886261;14150,5;515,4081971645355;0,41346153846153844;0,6660610465116279;0,8419843821773082;123,16660487220997;25,2502359579301;90,37250518798828;213,55067443847656;11,131311416625977
194;1;0;person;blue;138;195;47,19257004562783;112,35817098514407;144,3358441978415;13,243464071753053;-0,5800608624589074;70;33;157;236;11771,5;535,6639938354492;13840,5;506,5779073238373;0,42857142857142855;0,6665251118283223;0,8505111809544453;122,425239639749;24,375475877479012;92,1279525756836;201,05929565429688;11,816678047180176
195;1;0;person;blue;139;196;48,12126978051571;125,86832792611659;142,8992388084352;13,510156940972522;-1,43660538940631;85;34;167;234;11161,0;514,9360728263855;12542,0;490,6115026473999;0,41;0,6805487804878049;0,8898899697018019;119,20833258958517;23,75765245926535;83,64389038085938;201,36825561523438;11,567234992980957
196;1;0;person;blue;140;197;59,89344308940804;140,32879987044643;142,7118378344382;14,46047194432984;-0,18740097399700062;95;33;183;230;10971,0;518,2497804164886;12734,5;490,9142978191376;0,4467005076142132;0,6328449469312414;0,8615179237504417;118,18930173788773;24,48116260156218;77,31664276123047;227,56369018554688;11,090271949768066
197;1;0;person;blue;141;198;60,66037787162742;152,43304511967372;138,56852439738057;12,10424524922729;-4,143313437057628;106;33;193;227;10782,5;508,35028624534607;12466,5;477,8631999492645;0,4484536082474227;0,6388493897381207;0,8649179801869009;117,16955829526239;23,966613821073526;84,474853515625;197,5865936279297;11,072732925415039
198;1;0;person;blue;142;199;56,187239614750524;164,3395780572612;138,81037666498904;11,906532937587485;0,2418522676084649;121;33;201;231;11186,5;509,03657722473145;12511,0;483,70257019996643;0,40404040404040403;0,7062184343434343;0,8941331628167213;119,34443500716695;23,163477133390245;85,23808288574219;207,29293823242188;7,145595073699951
199;1;0;person;blue;143;200;62,62816513439864;169,97402825747187;139,75311842436494;5,634450200210665;0,942741759375906;128;33;209;224;11109,5;502,00713980197906;12596,5;475,12583553791046;0,42408376963350786;0,7180854501971431;0,8819513356884849;118,9329841643406;22,684294379779807;78,79049682617188;201,69383239746094;10,025025367736816
200;1;0;person;blue;144;201;72,5014450275814;178,74341965859026;143,22488389795149;8,769391401118384;3,4717654735865437;130;34;222;226;12695,0;529,137082695961;14034,0;504,9062445163727;0,4791666666666667;0,7186933876811594;0,9045888556363119;127,13683974526381;22,054828852618535;93,93119812011719;225,36483764648438;9,449053764343262
201;1;0;person;blue;145;202;71,29765997900114;185,10304305683675;145,53938740064035;6,359623398246498;2,314503502688865;130;35;234;233;13106,0;535,7056249380112;14611,0;503,6387917995453;0,5252525252525253;0,6364607614607615;0,8969954144137978;129,17847140022613;21,89688055777698;96,6710205078125;206,14691162109375;15,461725234985352
202;1;0;person;blue;146;203;65,62278923119617;190,45957588925242;146,2274773448413;5,356532832415667;0,6880899442009536;133;38;240;233;12735,5;527,6051189899445;14061,5;494,8603641986847;0,5487179487179488;0,6103762281332374;0,9056999608861075;127,33947629064077;21,85757619130725;93,79535675048828;207,18634033203125;19,788488388061523
203;1;0;person;blue;147;204;65,53158373598791;195,84716072000884;147,65851898926275;5,387584830756424;1,431041644421441;139;40;240;240;12761,5;537,8061300516129;14273,0;504,4175329208374;0,505;0,6317574257425742;0,8941007496672038;127,46939417027829;22,6646893798607;88,22418212890625;209,89791870117188;15,559868812561035
204;1;0;person;blue;148;205;62,37811759224827;201,9779641605528;147,55567396475035;6,130803440543957;-0,10284502451239064;147;42;248;240;11936,0;534,7350622415543;13783,0;497,0140861272812;0,51010101010101;0,5968596859685968;0,8659943408546761;123,27768332491856;23,956232137272025;83,0246810913086;210,91769409179688;13,586959838867188
205;1;0;person;blue;149;206;64,22999916432133;211,0477261642577;151,92113197275435;9,06976200370491;4,365458008003998;158;42;253;240;12527,5;522,8355672359467;13711,0;490,8084111213684;0,4797979797979798;0,6660021265284424;0,9136824447523886;126,2953221488023;21,82055720350701;88,13484191894531;196,5825958251953;9,05374813079834
206;1;0;person;blue;150;207;66,5506841155373;220,33256225806196;152,8228065792314;9,284836093804245;0,9016746064770587;171;41;264;240;12368,0;519,906634926796;13743,5;489,83017587661743;0,46733668341708545;0,6682876749338088;0,8999163240804744;125,48875124601605;21,855021752983887;89,2948989868164;200,27597045898438;5,850168228149414
207;1;0;person;blue;151;208;67,6939420469545;227,89822605175456;154,39329304668283;7,565663793692607;1,570486467451417;185;42;271;240;11929,5;507,17871356010437;12962,0;483,4890865087509;0,43434343434343436;0,7005813953488372;0,9203440827032865;123,24411202535448;21,5625338437053;80,43206024169922;206,0060272216797;0,6304855942726135
208;1;0;person;blue;152;209;70,70821251215659;234,83313019523254;151,6667766591955;6,934904143477979;-2,7265163874873224;193;42;277;240;11970,5;505,5218585729599;12889,5;481,03093957901;0,42424242424242425;0,7197270322270323;0,9287016563869817;123,45571663658296;21,348510880502875;77,87410736083984;220,2029571533203;178,3264617919922
209;1;0;person;blue;153;210;72,4830958992839;240,4009237181879;152,34276155643587;5,5677935229553555;0,6759848972403688;200;42;285;240;12301,0;509,27921772003174;13179,5;485,69439721107483;0,4292929292929293;0,7308972073677956;0,9333434500550096;125,14839048021048;21,08489729302719;77,76654815673828;228,28335571289062;177,47242736816406
210;1;0;person;blue;154;211;67,93019626490897;245,3943157265646;152,6027484322731;4,993392008376702;0,2599868758372281;204;43;292;240;12482,5;510,3502856492996;13282,0;484,1139757633209;0,4467005076142132;0,7200334563913244;0,9398057521457612;126,0682855327091;20,865805252339012;79,76253509521484;218,30029296875;176,3550262451172
211;1;0;person;blue;155;212;64,98766667795614;251,23890578087173;153,358330996175;5,844590054307133;0,7555825639018963;209;44;299;240;12586,5;511,1787134408951;13470,0;485,59757947921753;0,45918367346938777;0,7135204081632653;0,9344097995545657;126,59237548055225;20,7606306022396;81,3791732788086;207,96243286132812;175,6200408935547
212;1;0;person;blue;156;213;59,00960030941665;257,6538184068137;153,31836124874695;6,414912625941952;-0,03996974742804582;216;45;305;240;12692,5;510,69343161582947;13633,5;484,7532000541687;0,4564102564102564;0,7313454335926246;0,9309788388895002;127,12432073191601;20,548180507823666;82,89775848388672;199,1372528076172;176,77560424804688
213;1;0;person;blue;157;214;48,95974838368904;264,24643002231386;155,094229380652;6,592611615500175;1,7758681319050424;223;45;310;240;11758,0;506,1076455116272;12924,5;479,1637262105942;0,4461538461538462;0,6930739758325966;0,9097450578358931;122,3550185607278;21,78473795248536;79,73797607421875;192,5305633544922;178,56610107421875
214;1;0;person;blue;155;215;47,769051859020706;266,34830504469164;155,83787735605495;2,101875022377783;0,7436479754029506;220;45;314;240;12201,0;509,56348860263824;13316,0;480,8960050344467;0,48205128205128206;0,6656301145662847;0,9162661459897867;124,63866047624919;21,281448153175234;83,28253936767578;202,96334838867188;2,7391257286071777
215;1;0;person;blue;156;216;45,283889606343706;269,8083032317191;155,97569549522865;3,459998187027452;0,137818139173703;222;46;315;240;10871,5;508,4924211502075;12697,5;476,33533918857574;0,4793814432989691;0,6025662343420907;0,856192163811774;117,65213007246543;23,783704398399486;77,99034118652344;207,58795166015625;2,3843274116516113
216;1;0;person;blue;157;217;45,41972332319103;274,8778791856959;154,83043830083122;5,069575953976823;-1,1452571943974306;243;47;314;240;9544,5;486,0660152435303;10612,5;466,34836542606354;0,36787564766839376;0,6965263081077137;0,8993639575971731;110,2380825065674;24,753540905728304;64,07947540283203;194,32786560058594;176,11715698242188
217;1;0;person;blue;158;218;46,99092378161097;278,5521437902407;154,97811557001643;3,67426460454476;0,14767726918520907;247;49;313;240;8372,0;481,9655100107193;9883,5;459,75433480739594;0,34554973821989526;0,6641281929240045;0,8470683462336217;103,24515227613732;27,746148213078445;62,59828186035156;199,3751220703125;177,4998779296875
218;1;0;person;blue;156;219;46,17764465670385;280,47453587389515;154,4453178524442;1,9223920836544721;-0,5327977175722367;250;50;313;240;7264,0;470,1076457500458;9165,0;446,0664139986038;0,33157894736842103;0,6068504594820384;0,7925804691762138;96,17074426745496;30,42417381506753;55,475032806396484;215,62982177734375;174,81678771972656
219;1;0;person;blue;154;220;47,28900056908584;281,9681447865759;153,8612003180815;1,4936089126807701;-0,5841175343626901;249;51;317;240;7507,5;470,0071406364441;9318,5;444,9235830307007;0,35978835978835977;0,5841503267973857;0,8056554166443097;97,7693504228152;29,424803496403083;60,11838912963867;199,01708984375;174,25120544433594
220;1;0;person;blue;152;221;47,28578985205102;283,0228901659019;152,00861194513863;1,0547453793259933;-1,8525883729428756;247;52;319;240;7390,5;468,83556711673737;9292,0;443,9746273756027;0,3829787234042553;0,545988475177305;0,7953616013775291;97,00451976771609;29,741802177616233;64,0140609741211;185,9969940185547;172,12860107421875
221;1;0;person;blue;150;222;47,18390585915407;282,8057717810828;149,82988544546237;-0,21711838481911627;-2,1787264996762588;244;53;316;240;7347,0;461,7645002603531;9077,5;440,2952883243561;0,3850267379679144;0,5456773618538324;0,8093638116221427;96,71861731419261;29,0222476794193;63,75108337402344;179,61471557617188;171,1022186279297
222;1;0;person;blue;148;223;47,017407335675706;281,4720007218035;148,75678000895874;-1,333771059279286;-1,0731054365036243;237;58;316;240;7315,0;460,2497812509537;9265,5;434,8604910373688;0,4340659340659341;0,508763388510224;0,7894878851653985;96,50775756247637;28,95828587034186;62,57631301879883;170,69166564941406;167,05479431152344
223;1;0;person;blue;149;224;43,61682342057654;278,71088153539955;158,03338327294475;-2,7611191864039597;9,276603263986004;227;68;320;240;7736,0;459,8477598428726;9913,5;425,6369935274124;0,5406976744186046;0,4836209052263066;0,7803500277399505;99,24606348904334;27,334534931813373;77,78919982910156;162,44898986816406;163,90614318847656
224;1;0;person;blue;150;225;42,665537183434616;274,8133661497943;165,77376880725018;-3,8975153856052316;7,740385534305432;219;82;320;240;7675,0;437,8477590084076;9431,0;408,59685957431793;0,6392405063291139;0,4809499937335506;0,8138055349379705;98,85400096021594;24,978587631098968;78,83268737792969;157,2710418701172;158,17417907714844
225;1;0;person;blue;151;226;42,16681709100753;269,2199821678633;174,40353783276822;-5,5933839819310265;8,629769025518044;211;98;320;240;7600,5;421,26197361946106;9225,5;390,87540090084076;0,7676056338028169;0,4910518154800362;0,8238577854858815;98,37305098328305;23,3486810627937;80,03058624267578;152,31690979003906;149,23008728027344
226;1;0;person;blue;152;227;36,46569537526623;262,64797728390766;179,62372850986532;-6,572004883955628;5,220190677097094;203;113;320;240;6213,5;399,0609624385834;7468,5;369,89484214782715;0,9212598425196851;0,4181640756443906;0,8319609024569861;88,94534226822636;25,629621266984543;55,7879638671875;165,00674438476562;143,3900604248047
227;1;0;person;blue;153;228;31,003671874694437;259,5721713717609;184,9811983568507;-3,075805912146791;5,357469846985396;197;123;320;240;5160,0;393,98989629745483;6815,5;359,7865825891495;1,0512820512820513;0,35855743172816346;0,7570977917981072;81,05501866530807;30,08295317528667;51,87788772583008;156,000244140625;136,58364868164062
228;1;0;person;blue;154;229;26,95482180008115;253,78122397300712;186,6096009063473;-5,790947398753758;1,6284025494965988;190;128;317;240;4454,5;391,4041084051132;6453,0;356,46967351436615;1,1339285714285714;0,31316788526434197;0,6902990856965753;75,31032832236747;34,39155372688329;51,118797302246094;154,76406860351562;132,13792419433594
229;1;0;person;blue;155;230;28,128661650950644;249,89714626234118;184,5352706679143;-3,8840777106659345;-2,0743302384330207;183;126;312;240;4777,0;401,1614683866501;6822,0;362,39108395576477;1,131578947368421;0,3248334013327893;0,7002345353268836;77,98887936879125;33,688617064712844;51,2002067565918;160,01109313964844;131,21046447753906
230;1;0;person;blue;156;231;36,65967568033921;240,13798546703418;180,12652223090723;-9,759160795306997;-4,408748437007063;176;117;306;240;6563,0;418,8183227777481;7930,5;381,2278972864151;1,056910569105691;0,4104440275171983;0,8275644663009899;91,41264208027724;26,726921757483773;54,431888580322266;162,8414306640625;135,2820587158203
231;1;0;person;blue;157;232;40,42185229630848;237,3414817956645;176,54301756686363;-2,796503671369692;-3,583504664043602;168;103;299;240;7992,5;444,7178176641464;9569,0;411,75108003616333;0,9562043795620438;0,44533905388087147;0,8352492423450726;100,87798105283328;24,744940550260992;68,57266235351562;169,18795776367188;139,84764099121094
232;1;0;person;blue;158;233;44,537211730019486;230,71012557318988;172,23018306655374;-6,631356222474608;-4,31283450030989;166;90;291;240;9128,0;483,6467500925064;11587,0;439,6555827856064;0,8333333333333334;0,4868266666666667;0,7877794079571934;107,80598575377235;25,626005573514828;86,67695617675781;169,88372802734375;150,58404541015625
233;1;0;person;blue;159;234;43,514952836150385;222,84828983805488;168,47725552555482;-7,861835735135003;-3,752927540998911;162;76;281;240;9640,5;495,54624474048615;11905,5;452,62457942962646;0,725609756097561;0,49397929903668786;0,8097517953886859;110,79109093703941;25,472338641812957;86,0886459350586;182,51980590820312;156,3114776611328
234;1;0;person;blue;160;235;46,57779373409396;210,95172410705916;165,56441352734112;-11,896565730995718;-2,9128419982137075;151;65;268;240;10425,0;512,960457444191;13015,0;475,2226780653;0,6685714285714286;0,5091575091575091;0,8009988474836727;115,21077316754746;25,240137256724573;84,30899047851562;212,20994567871094;161,0353240966797
235;1;0;person;blue;161;236;50,27542050999773;198,13072131494215;163,12751025154213;-12,821002792117014;-2,436903275798983;143;58;252;240;10687,0;531,5046147108078;13522,0;489,676970243454;0,5989010989010989;0,5387135799979836;0,7903416654341073;116,649522136118;26,433719047336414;86,0210189819336;207,04312133789062;161,8350830078125
236;1;0;person;blue;162;237;61,87410997411712;180,82652351265932;161,70873949332685;-17,30419780228283;-1,4187707582152882;130;52;235;240;11560,5;549,8893901109695;14770,0;504,3006730079651;0,5585106382978723;0,5856382978723405;0,7827014218009478;121,32306358195399;26,156164643104884;99,9251480102539;204,99008178710938;166,71083068847656
237;1;0;person;blue;163;238;56,035645742241606;164,57096078766406;152,2777913611586;-16,255562724995258;-9,430948132168254;118;48;217;234;10593,0;542,1320308446884;13823,5;495,9438798427582;0,532258064516129;0,5752688172043011;0,7663037580931024;116,13538004148252;27,745411013668104;92,63468933105469;199,4166717529297;171,8330535888672
238;1;0;person;blue;164;239;48,5845115098899;147,686723188781;148,52165937077072;-16,88423759888306;-3,756131990387871;82;42;199;233;10081,0;568,2741657495499;15182,0;513,074899315834;0,612565445026178;0,4511120060858281;0,6640100118561454;113,29398858931208;32,03407672436731;124,72972106933594;184,6136932373047;166,52139282226562
239;1;0;person;blue;165;240;45,6430460930326;130,22130202011465;147,03670517974876;-17,465421168666353;-1,4849541910219557;75;39;183;235;10290,0;560,960457444191;14580,5;510,6622312068939;0,5510204081632653;0,4861111111111111;0,7057371146394157;114,46237336052762;30,58081971000933;107,27484130859375;190,30789184570312;174,40078735351562
240;1;0;person;blue;166;241;48,7947490449606;112,82133331270948;149,79232747583706;-17,399968707405165;2,7556222960882906;62;36;165;236;10344,0;552,1320301294327;14142,5;505,83097183704376;0,515;0,5021359223300971;0,7314124094042779;114,76231894982135;29,471169634072773;94,86607360839844;200,6924591064453;172,7073974609375
241;1;0;person;blue;167;242;54,36576535665048;96,55715597716782;149,20322442904663;-16,26417733554166;-0,5891030467904272;55;37;144;237;10609,0;531,8477603197098;13210,5;496,96682715415955;0,445;0,5960112359550562;0,8030733128950456;116,2230542108378;26,662460190130215;80,84712982177734;216,55551147460938;173,33482360839844
242;1;0;person;blue;168;243;51,06062338743236;77,4581126234934;153,97645498279152;-19,099043353674418;4,773230553744895;25;41;125;240;10966,5;545,2619731426239;14262,5;500,33309280872345;0,5025125628140703;0,5510804020100503;0,7689044697633655;118,16506026460682;27,11080284095997;90,60616302490234;205,1566619873047;174,11709594726562
243;1;0;person;blue;169;244;50,802208372063724;59,73727841065516;150,4447490679132;-17,72083421283825;-3,53170591487833;25;45;102;240;9286,5;493,80612993240356;10902,5;464,6177177429199;0,39487179487179486;0,6184815184815184;0,8517771153405183;108,73793741000925;26,257954445573446;62,765159606933594;218,31838989257812;170,80372619628906
244;1;0;person;blue;170;245;46,84825745154589;39,75908505463765;144,16999528027807;-19,978193356017506;-6,27475378763512;4;46;77;239;8129,0;480,2497800588608;9939,0;451,11594462394714;0,37823834196891193;0,5769749449925474;0,8178891236542912;101,73575703336628;28,372475242537107;62,134944915771484;198,5798797607422;169,40243530273438
245;1;0;person;blue;171;246;47,7669333774776;28,2735649333447;141,33494719521545;-11,48552012129295;-2,835048085062624;4;45;65;225;7386,0;435,8233746290207;8159,5;415,42681062221527;0,3388888888888889;0,6726775956284153;0,9052025246645015;96,9749827399516;25,716492536288616;68,89244842529297;180,6997833251953;169,49632263183594
246;1;0;person;blue;172;247;45,18599887818315;23,529925058051607;133,10528363265053;-4,743639875293095;-8,229663562564923;4;42;58;205;5252,5;384,8944425582886;5688,5;367,6640348434448;0,3312883435582822;0,596739377414224;0,9233541355366089;81,7783021878141;28,20442301994397;313,9095764160156;1117,189697265625;0,0
247;1;0;person;blue;173;248;41,54124220881814;20,44441855454862;133,1134541466829;-3,0855065035029874;0,008170514032372012;4;45;50;194;3605,0;343,82337415218353;4140,5;328,99203610420227;0,3087248322147651;0,525970236358331;0,8706677937447168;67,74974951075659;32,79182041980371;776,4007568359375;7956,6220703125;0,0
248;1;0;person;blue;174;249;29,407339241350737;18,03419211280251;133,8291772931568;-2,410226441746108;0,7157231464738913;4;88;43;169;1886,0;204,3675308227539;1974,0;195,5710859298706;0,48148148148148145;0,5970243748021525;0,955420466058764;49,00336500048254;22,145327494479993;129,646484375;479,6016540527344;118,54409790039062
249;1;0;person;blue;175;250;29,595436226251447;15,04468286543448;141,26822923251103;-2,989509247368032;7,439051939354243;4;105;34;170;1186,5;161,98275542259216;1232,5;155,4561426639557;0,46153846153846156;0,6084615384615385;0,9626774847870182;38,867707931241206;22,11412815364122;168,61524963378906;995,5753173828125;116,80256652832031
250;1;0;person;blue;176;251;36,07719315308306;11,844055245427384;143,31401542591723;-3,2006276200070953;2,045786193406201;4;115;26;167;704,0;126,42640602588654;732,0;121,18936717510223;0,4230769230769231;0,6153846153846154;0,9617486338797814;29,93928254807644;22,70402860883852;46,111751556396484;83,60277557373047;136,19935607910156
251;1;0;person;blue;177;252;29,320791069262366;7,3553968942711;142,0627720142532;-4,4886583511562845;-1,251243411664035;4;121;13;162;253,5;89,55634891986847;271,0;87,37059557437897;0,21951219512195122;0,6869918699186992;0,9354243542435424;17,965695772509445;31,638420638490047;12,681835174560547;40,28385543823242;176,66998291015625
258;1;0;true object;green;-2;1;25,112939338560555;8,054945948142729;160,66406567503861;0;0;4;158;14;165;41,0;26,485281229019165;44,0;25,54982328414917;1,4285714285714286;0,5857142857142857;0,9318181818181818;7,225151993843567;17,109027360493535;6,074215412139893;9,938199996948242;77,8450927734375
259;1;0;true object;green;-1;2;18,27136969755218;10,858517920664813;162,92111320359905;2,803571972522084;2,2570475285604346;4;159;21;169;111,5;44,72792172431946;116,5;43,5695880651474;1,7;0,6558823529411765;0,9570815450643777;11,914957374576321;17,942484141496397;10,050106048583984;18,031848907470703;72,88392639160156
260;1;0;true object;green;0;3;17,22945888356866;13,936898621542543;164,64724157693118;3,07838070087773;1,7261283733321306;6;160;23;171;110,5;45,55634891986847;117,5;43,54896867275238;1,5454545454545454;0,5909090909090909;0,9404255319148936;11,861406733319429;18,781727845328515;8,029596328735352;19,215900421142578;72,26422882080078
261;1;0;person;blue;1;4;21,393289590574255;16,656157102963697;163,68345194126655;2,7192584814211536;-0,9637896356646252;10;157;24;170;111,0;41,79898965358734;117,5;40,21736264228821;1,0769230769230769;0,6098901098901099;0,9446808510638298;11,888212206450685;15,740139964510826;11,330583572387695;14,242958068847656;61,6490478515625
262;2;0;true object;green;-1;5;19,09448045047231;17,492379325360933;163,2616487455197;0,836222222397236;-0,4218031957468611;12;156;24;170;99,5;40,3847758769989;107,0;38,440069794654846;0,8571428571428571;0,5922619047619048;0,9299065420560748;11,255546841497692;16,391257513923943;10,588459968566895;13,189208030700684;28,322895050048828
262;2;1;true object;green;-2;1;20,72890493972125;5,994005994005994;85,91408591408592;0;0;4;84;9;89;10,0;13,656854152679443;12,0;12,9442720413208;1,0;0,4;0,8333333333333334;3,5682482323055424;18,650966534755774;3,672652006149292;4,396968841552734;90,0
263;2;0;true object;green;-3;6;24,607780418860557;17,547900743377657;162,93581823892785;0,055521418016724056;-0,3258305065918421;13;156;24;170;95,5;39,55634891986847;101,5;37,52295756340027;0,7857142857142857;0,6201298701298701;0,9408866995073891;11,026984017500345;16,384342825867847;10,269686698913574;12,913540840148926;5,159156799316406
263;2;1;true object;green;-1;2;27,368506060195212;6,287366460844849;88,47397824169363;0,29336046683885453;2,559892327607713;4;84;10;94;34,0;24,485281229019165;37,0;23,4164080619812;0,6;0,5666666666666667;0,918918918918919;6,579524642479541;17,6332057901223;6,431436538696289;8,306157112121582;0,0
264;2;0;true object;green;-5;7;23,30912474903502;17,2959880760154;162,42081728977766;-0,25191266736225515;-0,5150009491501919;13;156;23;169;80,5;35,55634891986847;84,5;34,131184697151184;0,7692307692307693;0,6192307692307693;0,9526627218934911;10,124020118074668;15,705017993930827;9,415153503417969;11,732956886291504;16,575054168701172
264;2;1;true object;green;-3;3;38,356786303802295;6,3146201828590955;89,97692899256602;0,027253722014246584;1,5029507508723867;4;85;10;96;39,0;26,485281229019165;42,0;25,4164080619812;0,5454545454545454;0,5909090909090909;0,9285714285714286;7,046725639945928;17,98641337898038;6,718804359436035;9,298084259033203;0,0
265;2;0;true object;green;-7;8;23,68739634569828;17,713004484304932;162,63281218438166;0,41701640828953046;0,211994894604004;14;156;23;170;82,5;36,72792184352875;86,5;35,30275762081146;0,6428571428571429;0,6547619047619048;0,953757225433526;10,249012754438885;16,350790823567955;9,575565338134766;12,521185874938965;3,569356918334961
265;2;1;true object;green;-2;4;41,415040209512725;6,579325403666034;92,48405447336667;0,26470522080693826;2,507125480800653;4;86;11;100;58,0;33,31370830535889;62,0;31,8885440826416;0,5;0,5918367346938775;0,9354838709677419;8,593479713983122;19,134537259560993;8,099711418151855;12,107025146484375;0,0
266;2;0;true object;green;-9;9;24,61579777297498;17,776944548598088;161,78810981960586;0,06394006429315624;-0,8447023647757987;14;155;23;169;80,0;36,14213538169861;84,0;34,71697115898132;0,6428571428571429;0,6349206349206349;0,9523809523809523;10,092530088080641;16,32817437436288;9,11279582977295;12,344802856445312;8,010123252868652
266;2;1;true object;green;-4;5;37,575346527566;6,528094486347424;94,45711278723032;-0,05123091731860985;1,9730583138636462;4;88;11;102;57,0;33,31370830535889;61,5;31,814753770828247;0,5;0,5816326530612245;0,926829268292683;8,51907589177983;19,470230895693643;7,936910152435303;12,158965110778809;0,5361098647117615
267;2;0;true object;green;-8;10;37,375710853637884;26,490084932487147;154,05799011945788;8,713140383889058;-7,730119700147981;13;140;46;170;531,0;104,42640614509583;597,0;98,42862462997437;1,1;0,5363636363636364;0,8894472361809045;26,001734523957655;20,53648644139455;25,060909271240234;35,328346252441406;58,56758117675781
267;2;1;true object;green;-3;6;33,06843800501577;6,95815553149481;102,71320298070187;0,43006104514738563;8,25609019347155;4;88;11;118;157,0;65,31370830535889;160,0;64,24483513832092;0,23333333333333334;0,7476190476190476;0,98125;14,138550439257221;27,171213328646537;11,358205795288086;28,43015480041504;174,3683624267578
268;1;0;true object;green;-2;1;41,96051366975055;22,20469978676544;148,61747984245983;0;0;4;87;41;180;1236,5;211,15432810783386;2008,0;213,14089179039001;0,3978494623655914;0,3593432141819239;0,6157868525896414;39,67821438856629;36,05835040733583;29,13504981994629;101,26627349853516;170,75808715820312
269;1;0;true object;green;-1;2;36,63638469956505;18,013212985756063;141,02532889694413;-4,1914868010093755;-7,592150945515698;4;87;45;170;1109,0;219,39696872234344;1851,0;201,5264594554901;0,4939759036144578;0,3258889215398178;0,5991356023770935;37,57688990737918;43,40399448562033;54,0080680847168;154,93040466308594;8,803271293640137
270;1;0;true object;green;0;3;31,91753688801397;15,802386336603583;140,6307770354511;-2,21082664915248;-0,3945518614930279;4;86;45;170;1163,0;224,91168749332428;1944,0;206,10802018642426;0,4880952380952381;0,33768873403019745;0,5982510288065843;38,48087304787918;43,49550057703763;79,622802734375;293,481201171875;15,6693754196167
271;1;0;true object;green;-2;4;31,89368387032943;15,96860617584379;139,56921439847886;0,1662198392402079;-1,0615626369722406;4;85;45;169;1146,5;225,49747395515442;1950,5;207,07793271541595;0,4880952380952381;0,33289779326364694;0,587798000512689;38,206925262821976;44,3516011863546;70,01026916503906;290,67626953125;10,697725296020508
272;1;0;true object;green;-4;5;29,92108390420948;16,046866422204225;139,5358853270974;0,0782602463604345;-0,03332907138147334;4;82;45;167;1099,0;229,25483334064484;1990,0;210,29181277751923;0,4823529411764706;0,31535150645624105;0,5522613065326634;37,40708836121763;47,82327444044298;65,26736450195312;123,0450210571289;0,0
273;1;0;true object;green;-6;6;32,22836845596335;15,841915187359671;139,32982277138402;-0,2049512348445539;-0,20606255571337329;4;79;45;169;1156,5;238,66904652118683;2112,0;218,92233562469482;0,45555555555555555;0,31341463414634146;0,5475852272727273;38,373187689925054;49,25457308027016;77,82025146484375;286,6627197265625;13,466249465942383
274;1;0;true object;green;-2;1;28,157868448367246;19,603761125807125;151,19709928312434;0;0;4;131;45;168;843,0;133,25483322143555;933,5;126,79210638999939;1,1081081081081081;0,5557020435069215;0,9030530262453134;32,7618823667344;21,063879687867857;23,666831970214844;111,5238265991211;97,59049987792969
275;1;0;true object;green;-4;2;28,984150840051147;20,28537140719041;150,49166563998668;0,6816102813832856;-0,7054336431376669;4;134;45;162;730,5;120,5269113779068;786,5;116,0053299665451;1,4642857142857142;0,6363240418118467;0,9287984742530198;30,497565270510307;19,886018297464474;44,150821685791016;392,5557861328125;101,33415985107422
276;1;0;true object;green;-6;3;31,30846601765564;22,35259010939474;149,66286356450354;2,067218702204329;-0,8288020754831393;4;132;45;162;525,0;118,08326041698456;666,5;110,34117770195007;1,3666666666666667;0,4268292682926829;0,7876969242310577;25,854414729132053;26,559345506105508;16,92264175415039;55,87216567993164;115,49642181396484
277;1;0;true object;green;-5;1;5,498020960125046;26,904222713341152;151,62205669695234;4,551632603946413;1,959193132448803;4;137;45;163;366,5;108,32590115070343;500,0;100,76539087295532;1,5769230769230769;0,34380863039399623;0,733;21,601904849930182;32,0177376810695;16,267595291137695;43,0853157043457;111,1786880493164
278;1;0;false object;red;-4;-1;4,768774573986487;31,222300408626836;153,35666580250114;4,318077695285684;1,7346091055487989;19;145;45;163;270,0;72,28427076339722;294,0;68,05159628391266;1,4444444444444444;0,5769230769230769;0,9183673469387755;18,5411616971131;19,351910369615265;15,921903610229492;25,17732810974121;102,73870086669922
