frame;n_blobs;blob_id;blob_classification;blob_classification_color;blob_motion_index;blob_positive_index;blob_contour_std_deviation;blob_centerX;blob_centerY;blob_speedX;blob_speedY;blob_minX;blob_minY;blob_maxX;blob_maxY;blob_area;blob_perimeter;blob_convex_hull_area;blob_convex_hull_perimeter;blob_aspect_ratio;blob_extent_ratio;blob_solidity_ratio;blob_diameter;blob_compactness;blob_major_axis_rotation;blob_minor_axis_rotation;blob_rotation
361;3;2;false object;red;-115;-118;4,36610959047607;34,89286744719299;154,63912046527872;0,0;0,0;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
362;3;0;person;blue;26;83;44,93874166804961;274,53960664202816;153,02545186834917;-3,998739463652612;-0,2499063231675791;243;45;310;240;9716,5;483,09545290470123;10417,0;466,0785633325577;0,3435897435897436;0,7437045541523154;0,9327541518671403;111,22693934663134;24,019062071445315;60,3541259765625;221,9889373779297;0,6655498743057251
362;3;1;true object;green;-90;45;21,518915694141526;106,92545406839452;177,53175320447411;-0,06216144338023355;-0,3866410576506496;92;168;117;194;343,0;83,94112503528595;392,0;79,58186995983124;0,9615384615384616;0,5276923076923077;0,875;20,897874625046462;20,542601959736178;21,486173629760742;76,97396850585938;158,06973266601562
362;3;2;false object;red;-117;-120;5,486553514074027;34,89286744719299;154,63912046527872;0,0;0,0;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
363;3;0;person;blue;27;84;44,97762168637118;269,8379754606082;152,31349336207285;-4,701631181419941;-0,7119585062763178;237;45;307;240;9687,0;484,99494791030884;10509,0;465,61392986774445;0,358974358974359;0,7096703296703297;0,9217813302883243;111,05796445932873;24,282037730827213;61,90566635131836;215,15248107910156;2,4505317211151123
363;3;1;true object;green;-92;46;21,280243547292844;106,80219155115117;177,21974391984273;-0,12326251724334725;-0,31200928463138666;92;168;117;193;334,0;81,94112503528595;378,0;77,78995442390442;1,0;0,5344;0,8835978835978836;20,62188177498708;20,102838239665765;20,86143684387207;67,2813720703125;157,44322204589844
363;3;2;false object;red;-119;-122;4,909230674980207;34,89286744719299;154,63912046527872;0,0;0,0;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
364;3;0;person;blue;28;85;43,96078487978303;266,6753920440055;151,43310111701672;-3,162583416602729;-0,8803922450561288;234;45;305;240;9894,5;479,37972390651703;10624,5;460,06248366832733;0,3641025641025641;0,7146623329721922;0,9312908842769071;112,24111846993537;23,225521218120015;66,69693756103516;191,95626831054688;1,263949990272522
364;3;1;true object;green;-94;47;21,03927379133288;106,70040424303212;177,08630943335055;-0,10178730811904302;-0,13343448649217748;92;168;117;193;329,0;81,94112503528595;373,5;77,61180865764618;1,0;0,5264;0,8808567603748326;20,466944330257718;20,408352498627252;21,225425720214844;69,47760772705078;158,0035400390625
364;3;2;false object;red;-121;-124;4,948049563650669;34,89286744719299;154,63912046527872;0,0;0,0;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
365;3;0;person;blue;29;86;48,241869163964964;264,220927451718;151,34688618115766;-2,4544645922874793;-0,08621493585906137;231;44;303;240;10021,5;482,20815086364746;10755,0;461,3645670413971;0,3673469387755102;0,7101403061224489;0,9317991631799163;112,95915234085032;23,202584519217503;68,55304718017578;186,25074768066406;179,80296325683594
365;3;1;true object;green;-96;48;20,002221657998476;106,67619018360931;176,93926453872385;-0,024214059422817513;-0,14704489462670267;92;168;117;192;325,5;80,52691149711609;369,5;76,37574088573456;1,0416666666666667;0,5425;0,8809201623815968;20,357786515515272;19,92191543860021;20,633811950683594;62,087074279785156;157,40904235839844
365;3;2;false object;red;-123;-126;4,754350583259876;34,86734678591225;154,7173909786826;-0,02552066128074415;0,07827051340387925;25;149;48;163;222,5;63,55634891986847;237,0;61,16736388206482;1,6428571428571428;0,6909937888198758;0,9388185654008439;16,83139324903241;18,154649384377823;12,897047996520996;27,488082885742188;88,49937438964844
366;3;0;person;blue;30;87;50,40690489270507;261,9382833729777;150,62745797741448;-2,2826440787403044;-0,7194282037431776;227;43;301;240;10312,5;490,208150267601;11211,5;467,8497726917267;0,3756345177664975;0,7074015640005488;0,9198144762074656;114,58744610593853;23,30220902679107;72,17938995361328;192,49520874023438;178,95391845703125
366;3;1;true object;green;-98;49;20,692370661884578;106,99521878868408;176,4266975571531;0,31902860507477726;-0,5125669815707568;93;168;117;191;293,5;76,52691149711609;332,5;72,59004139900208;1,0434782608695652;0,5317028985507246;0,8827067669172932;19,331213267143124;19,95355428718037;19,072586059570312;52,01356506347656;156,2291717529297
366;3;2;false object;red;-125;-128;4,985241072908403;34,8938347403428;154,6875235128587;0,026487954430550076;-0,029867465823912198;25;149;48;162;221,5;62,72792184352875;232,0;60,81800127029419;1,7692307692307692;0,7408026755852842;0,9547413793103449;16,79352729949365;17,76429877565621;12,492789268493652;27,95290184020996;89,06847381591797
367;3;0;person;blue;28;88;52,9988451619558;260,4969726268726;150,36682186950827;-1,4413107461051027;-0,2606361079062083;226;42;300;240;10715,0;494,3086556196213;11457,0;473,86804366111755;0,37373737373737376;0,7312994812994813;0,9352361002007507;116,80223337692335;22,803644145634845;73,99227905273438;192,43161010742188;178,52491760253906
367;3;1;true object;green;-100;50;19,470085413344762;106,60775634605235;176,48218151271365;-0,3874624426317297;0,05548395556056107;92;168;117;191;309,5;78,52691113948822;352,5;74,57840240001678;1,0869565217391304;0,5382608695652173;0,8780141843971632;19,851136972363392;19,923992804875862;20,101398468017578;53,689937591552734;155,86477661132812
367;3;2;false object;red;-127;-130;3,9025032663345454;34,8938347403428;154,6875235128587;0,0;0,0;25;149;48;162;221,5;62,72792184352875;232,0;60,81800127029419;1,7692307692307692;0,7408026755852842;0,9547413793103449;16,79352729949365;17,76429877565621;12,492789268493652;27,95290184020996;89,06847381591797
368;3;0;person;blue;26;89;58,28294759319598;258,5469493650079;149,97932068932283;-1,9500232618647146;-0,38750118018543844;225;41;297;240;10687,0;492,308655500412;11288,5;474,51645863056183;0,36180904522613067;0,7458821887213847;0,946715684103291;116,649522136118;22,678751032153396;72,35094451904297;197,7322235107422;177,9030303955078
368;3;1;true object;green;-102;51;19,830901352119625;106,82543608588624;177,682178486037;0,21767973983388345;1,1999969733233513;94;169;117;192;283,0;73,94112503528595;316,0;69,94552111625671;1,0;0,5349716446124764;0,8955696202531646;18,982275710779543;19,31904583563177;16,83931541442871;31,40670394897461;152,76397705078125
368;3;2;false object;red;-129;-132;4,191481217254737;34,89286744719299;154,63912046527872;-0,0009672931498059256;-0,04840304757996705;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
369;3;0;person;blue;27;90;57,66185407606661;255,0628620214858;147,79603494934483;-3,484087343522077;-2,183285739978004;225;41;291;240;9729,5;482,06601536273956;10302,0;465,88160705566406;0,3316582914572864;0,740787269681742;0,9444282663560474;111,30132142297667;23,884849495627634;65,3590087890625;190,2974090576172;178,13433837890625
369;3;1;true object;green;-104;52;19,428802519634058;106,63397335548386;176,63067207650448;-0,19146273040237816;-1,0515064095325215;92;168;117;192;313,0;79,94112467765808;356,5;75,8144701719284;1,0416666666666667;0,5216666666666666;0,8779803646563815;19,963065333312567;20,41719940807947;20,604862213134766;60,07769775390625;156,63458251953125
369;3;2;false object;red;-131;-134;4,823813379917866;34,8938347403428;154,6875235128587;0,0009672931498059256;0,04840304757996705;25;149;48;162;221,5;62,72792184352875;232,0;60,81800127029419;1,7692307692307692;0,7408026755852842;0,9547413793103449;16,79352729949365;17,76429877565621;12,492789268493652;27,95290184020996;89,06847381591797
370;3;0;person;blue;28;91;58,364827807507496;251,80220329629265;145,5369683341046;-3,260658725193167;-2,259066615240215;224;40;287;240;9054,0;479,4802292585373;9650,5;463,5559208393097;0,315;0,7185714285714285;0,9381897311020154;107,36810903630632;25,392234399140655;62,27342987060547;190,84902954101562;178,40151977539062
370;3;1;true object;green;-106;53;20,263927533531746;106,60775634605235;176,48218151271365;-0,02621700943150529;-0,1484905637908298;92;168;117;191;309,5;78,52691113948822;352,5;74,57840240001678;1,0869565217391304;0,5382608695652173;0,8780141843971632;19,851136972363392;19,923992804875862;20,101398468017578;53,689937591552734;155,86477661132812
370;3;2;false object;red;-133;-136;5,016433780216913;34,86734678591225;154,7173909786826;-0,026487954430550076;0,029867465823912198;25;149;48;163;222,5;63,55634891986847;237,0;61,16736388206482;1,6428571428571428;0,6909937888198758;0,9388185654008439;16,83139324903241;18,154649384377823;12,897047996520996;27,488082885742188;88,49937438964844
371;3;0;person;blue;29;92;60,89211273024972;249,4220058464603;139,50225984028305;-2,3801974498323375;-6,034708493821569;224;39;283;240;8343,5;476,06601560115814;9026,5;458,71960496902466;0,2935323383084577;0,7035584787924782;0,9243339057220407;103,0692686570436;27,16352264761337;63,536136627197266;189,3585205078125;0,07760219275951385
371;3;1;true object;green;-108;54;19,759756369482524;106,8937150378414;177,410941708408;0,2859586917890482;0,9287601956943377;94;169;117;191;273,5;72,52691113948822;306,5;68,70665204524994;1,0454545454545454;0,5405138339920948;0,8923327895595432;18,66094894385243;19,232734330658943;16,773033142089844;29,79847526550293;149,0970001220703
371;3;2;false object;red;-135;-138;3,7509628393550134;34,6773385977712;154,6321330987225;-0,19000818814105003;-0,08525787996009626;24;149;48;163;233,0;64,97056245803833;248,5;62,46861517429352;1,7142857142857142;0,6934523809523809;0,937625754527163;17,22396045987371;18,11662654984489;14,007472038269043;25,176387786865234;90,33162689208984
372;3;0;person;blue;27;93;61,870542439913486;250,05348039557;141,22238993443486;0,6314745491096971;1,7201300941518127;225;38;282;240;8473,5;480,4091612100601;9191,0;462,7011172771454;0,28217821782178215;0,7359301719645649;0,9219345011424219;103,86912574154748;27,237028639234502;61,577877044677734;199,66883850097656;178,4899139404297
372;3;1;true object;green;-110;55;20,103223419062296;106,72042157391829;176,63830777858902;-0,17329346392311606;-0,7726339298189657;92;168;117;191;315,0;79,11269760131836;358,0;75,16418886184692;1,0869565217391304;0,5478260869565217;0,8798882681564246;20,026743534373637;19,869266418278233;19,803998947143555;52,258975982666016;154,9748077392578
372;3;2;false object;red;-137;-140;4,411666130447584;34,797262185797216;154,77335827654298;0,11992358802601899;0,1412251778204734;25;149;48;163;224,5;63,55634891986847;238,5;61,34550940990448;1,6428571428571428;0,6972049689440993;0,9412997903563941;16,906870727400857;17,99291531413838;12,96711254119873;28,294748306274414;87,52840423583984
373;3;0;person;blue;25;94;60,08687792705777;251,33653662824426;140,65157206821553;1,2830562326742552;-0,5708178662193291;224;38;281;240;8164,5;473,23758828639984;8796,0;455,94348561763763;0,28217821782178215;0,7090932777488275;0,928206002728513;101,95765916786358;27,43019351670379;53,8363151550293;204,9315185546875;175,88568115234375
373;3;1;true object;green;-112;56;20,695479147457714;106,55569835846315;176,75046759244748;-0,16472321545514035;0,11215981385845453;92;168;117;192;319,0;79,94112503528595;363,0;75,78995442390442;1,0416666666666667;0,5316666666666666;0,8787878787878788;20,153496341094687;20,033177027922324;21,15211296081543;65,23262023925781;157,99046325683594
373;3;2;false object;red;-139;-142;4,020641187118736;34,47121532117868;154,70813039667829;-0,32604686461853305;-0,06522787986469325;24;149;48;163;232,0;64,97056245803833;247,5;62,46861493587494;1,7142857142857142;0,6904761904761905;0,9373737373737374;17,186959427966244;18,194715457387325;14,328325271606445;24,917007446289062;90,00542449951172
374;3;0;person;blue;26;95;59,08317289002916;252,0167430891446;142,87672249958385;0,6802064609003367;2,22515043136832;226;38;282;240;8350,5;480,7523070573807;9142,5;464,1246987581253;0,27722772277227725;0,7381983734087695;0,9133716160787531;103,11249593677275;27,677717590682477;53,4876823425293;200,53750610351562;175,53834533691406
374;3;1;true object;green;-114;57;21,167090359464012;106,74192635451716;176,76226114482773;0,18622799605401497;0,011793552380254368;92;168;117;192;318,0;79,94112467765808;361,0;75,99261593818665;1,0416666666666667;0,53;0,8808864265927978;20,12188299403865;20,096174260153692;20,306987762451172;58,601558685302734;155,99087524414062
374;3;2;false object;red;-141;-144;5,3959604232137295;34,42842224224997;154,7179663247643;-0,042793078928710315;0,009835928086005197;24;149;48;163;233,0;64,97056245803833;248,0;62,507787108421326;1,7142857142857142;0,6934523809523809;0,9395161290322581;17,22396045987371;18,11662654984489;14,093851089477539;25,414628982543945;89,88688659667969
375;3;0;person;blue;27;96;57,293259106551766;253,3375630533428;147,12073892749962;1,3208199641981935;4,244016427915767;219;39;291;240;9449,0;494,9360727071762;10755,5;470,13472723960876;0,3582089552238806;0,6529159756771697;0,8785272651201711;109,68518796174145;25,924618061890484;64,82107543945312;206,85275268554688;178,7224578857422
375;3;1;true object;green;-116;58;20,135566056313476;106,74192635451716;176,76226114482773;0,0;0,0;92;168;117;192;318,0;79,94112467765808;361,0;75,99261593818665;1,0416666666666667;0,53;0,8808864265927978;20,12188299403865;20,096174260153692;20,306987762451172;58,601558685302734;155,99087524414062
375;3;2;false object;red;-143;-146;4,313898726467999;34,42842224224997;154,7179663247643;0,0;0,0;24;149;48;163;233,0;64,97056245803833;248,0;62,507787108421326;1,7142857142857142;0,6934523809523809;0,9395161290322581;17,22396045987371;18,11662654984489;14,093851089477539;25,414628982543945;89,88688659667969
376;3;0;person;blue;28;97;52,60695163884021;256,23071518757575;149,1141554399341;2,893152134232963;1,993416512434493;215;40;298;240;10642,0;505,4213539361954;12081,5;478,73741686344147;0,415;0,6410843373493976;0,8808508877208956;116,40367363219944;24,004016633593015;72,56363677978516;211,19981384277344;0,8651637434959412
376;3;1;true object;green;-118;59;20,334699407662754;106,78227243889913;177,09686515009616;0,04034608438196585;0,3346040052684316;92;168;117;192;331,0;81,11269795894623;375,0;76,9615273475647;1,0416666666666667;0,5516666666666666;0,8826666666666667;20,529059630371258;19,876947946160843;20,257474899291992;59,668888092041016;156,64755249023438
376;3;2;false object;red;-145;-148;4,724492918116539;34,61200232614215;154,6863254045927;0,18358008389217417;-0,03164092017158282;24;149;48;163;235,0;64,97056245803833;250,0;62,64676070213318;1,7142857142857142;0,6994047619047619;0,94;17,297725082009;17,96244249410153;14,274038314819336;25,219356536865234;89,34768676757812
377;3;0;person;blue;29;98;47,69165561026464;259,70348125481496;151,8334108325835;3,4727660672392062;2,719255392649387;212;40;303;240;11591,5;514,1492758989334;12987,5;485,97236454486847;0,455;0,6368956043956044;0,892512030798845;121,48562130061993;22,805458992140583;77,64690399169922;216,6497344970703;3,0826432704925537
377;3;1;true object;green;-120;60;21,6704383239784;107,08812903370134;178,16124738543448;0,30585659480220784;1,0643822353383143;94;169;117;193;298,0;75,94112503528595;331,0;71,94552111625671;0,9583333333333334;0,5398550724637681;0,9003021148036254;19,47884453275087;19,35253178397629;16,710235595703125;32,94894790649414;152,388671875
377;3;2;false object;red;-147;-150;4,961490591434079;34,569156674152225;154,69612869511178;-0,04284565198992141;0,009803290519073471;24;149;48;163;236,0;64,97056245803833;250,5;62,685932874679565;1,7142857142857142;0,7023809523809523;0,9421157684630739;17,334489682638438;17,886330449634997;14,04188060760498;25,73240852355957;89,31073760986328
378;3;0;person;blue;30;99;49,78634944692192;264,2211333351184;153,45942083431038;4,517652080303435;1,6260100017268826;212;41;309;240;12324,5;520,6345564126968;13805,0;492,0420676469803;0,48743718592964824;0,6384758845775268;0,8927562477363274;125,26787604604986;21,99361769897729;82,72493743896484;217,35482788085938;4,030162334442139
378;3;1;true object;green;-122;61;21,01839815258563;106,67619018360931;176,93926453872385;-0,411938850092028;-1,221982846710631;92;168;117;192;325,5;80,52691149711609;369,5;76,37574088573456;1,0416666666666667;0,5425;0,8809201623815968;20,357786515515272;19,92191543860021;20,633811950683594;62,087074279785156;157,40904235839844
378;3;2;false object;red;-149;-152;4,2233149170869195;34,42842224224997;154,7179663247643;-0,14073443190225277;0,02183762965250935;24;149;48;163;233,0;64,97056245803833;248,0;62,507787108421326;1,7142857142857142;0,6934523809523809;0,9395161290322581;17,22396045987371;18,11662654984489;14,093851089477539;25,414628982543945;89,88688659667969
379;3;0;person;blue;31;100;44,115988958480116;268,853910451679;156,74570920308577;4,6327771165605895;3,286288368775388;217;43;316;240;12241,5;522,9777029752731;13859,0;490,40373051166534;0,5025380710659898;0,6276726657437317;0,8832888375784689;124,84535188334203;22,342497064027533;84,5789566040039;214,49842834472656;4,912717342376709
379;3;1;true object;green;-124;62;21,408932707899243;106,80219155115117;177,21974391984273;0,12600136754186053;0,28047938111888016;92;168;117;193;334,0;81,94112503528595;378,0;77,78995442390442;1,0;0,5344;0,8835978835978836;20,62188177498708;20,102838239665765;20,86143684387207;67,2813720703125;157,44322204589844
379;3;2;false object;red;-151;-154;4,324702944198082;34,6773385977712;154,6321330987225;0,24891635552122438;-0,08583322604178534;24;149;48;163;233,0;64,97056245803833;248,5;62,46861517429352;1,7142857142857142;0,6934523809523809;0,937625754527163;17,22396045987371;18,11662654984489;14,007472038269043;25,176387786865234;90,33162689208984
380;3;0;person;blue;32;101;44,04047375462548;276,17187154575765;155,34901771510187;7,317961094078669;-1,396691487983901;234;44;320;240;11685,5;510,20815098285675;12932,0;483,1153572797775;0,4387755102040816;0,6932546274323683;0,9036111970306218;121,97721385571464;22,27652709163883;78,16363525390625;205,56468200683594;2,564624071121216
380;3;1;true object;green;-126;63;20,653595029784064;106,78227243889913;177,09686515009616;-0,01991911225204035;-0,12287876974656342;92;168;117;192;331,0;81,11269795894623;375,0;76,9615273475647;1,0416666666666667;0,5516666666666666;0,8826666666666667;20,529059630371258;19,876947946160843;20,257474899291992;59,668888092041016;156,64755249023438
380;3;2;false object;red;-153;-156;4,7768954614820895;35,00879487975404;154,6945442182904;0,33145628198284527;0,06241111956788359;25;149;48;163;225,5;63,55634891986847;239,5;61,34550964832306;1,6428571428571428;0,7003105590062112;0,941544885177453;16,94448338952177;17,913124115406056;12,82744026184082;28,009946823120117;88,16265106201172
381;3;0;person;blue;33;102;45,30934160294501;279,3106605341004;157,1900032022238;3,1387889883427533;1,8409854871219409;238;45;320;240;11377,5;504,89444303512573;12518,5;481,8584781885147;0,4205128205128205;0,7115384615384616;0,9088548947557614;120,35897523751319;22,405484386530418;72,19391632080078;228,906494140625;5,3038129806518555
381;3;1;true object;green;-128;64;21,30789223141201;106,90357672331693;177,38505493210803;0,12130428441780339;0,2881897820118695;92;168;117;193;339,5;82,52691149711609;383,5;78,37574088573456;1,0;0,5432;0,8852672750977836;20,790979424682902;20,060945865251345;20,52801513671875;65,94844055175781;156,89755249023438
381;3;2;false object;red;-155;-158;4,221938298831258;34,86734678591225;154,7173909786826;-0,14144809384179524;0,022846760392212673;25;149;48;163;222,5;63,55634891986847;237,0;61,16736388206482;1,6428571428571428;0,6909937888198758;0,9388185654008439;16,83139324903241;18,154649384377823;12,897047996520996;27,488082885742188;88,49937438964844
382;3;0;person;blue;34;103;46,70954126680364;281,47908920168726;155,83563870289444;2,168428667586852;-1,354364499329364;241;45;320;240;11325,0;497,13708329200745;12044,5;476,817111492157;0,40512820512820513;0,7351509250243428;0,9402631906679397;120,08096370418468;21,822982744731508;70,91632080078125;235,99200439453125;5,215631484985352
382;3;1;true object;green;-130;65;21,610291328709355;106,90357672331693;177,38505493210803;0,0;0,0;92;168;117;193;339,5;82,52691149711609;383,5;78,37574088573456;1,0;0,5432;0,8852672750977836;20,790979424682902;20,060945865251345;20,52801513671875;65,94844055175781;156,89755249023438
382;3;2;false object;red;-157;-160;4,112447230326757;34,536179586394795;154,65342086575944;-0,3311671995174521;-0,06397011292315824;24;149;48;163;230,0;64,97056245803833;246,0;62,29046940803528;1,7142857142857142;0,6845238095238095;0,9349593495934959;17,112717355495807;18,352930374408086;14,056805610656738;24,876949310302734;90,96296691894531
383;3;0;person;blue;35;104;47,0788771786016;283,50011166261606;153,3002340889717;2,0210224609288048;-2,5354046139227364;243;46;320;240;11179,5;487,0365778207779;11660,0;467,9303517341614;0,39690721649484534;0,7483933592181015;0,9587907375643224;119,30708901975083;21,21782084488346;69,37265014648438;222,22662353515625;5,485469341278076
383;3;1;true object;green;-132;66;20,664712703563275;106,65564176274819;176,85852060214523;-0,24793496056874176;-0,5265343299628;92;168;117;192;323,5;80,52691149711609;368,0;76,1975953578949;1,0416666666666667;0,5391666666666667;0,8790760869565217;20,295147023902665;20,04508029448027;20,37941551208496;58,59949493408203;157,19004821777344
383;3;2;false object;red;-159;-162;4,187778555180963;34,86734678591225;154,7173909786826;0,3311671995174521;0,06397011292315824;25;149;48;163;222,5;63,55634891986847;237,0;61,16736388206482;1,6428571428571428;0,6909937888198758;0,9388185654008439;16,83139324903241;18,154649384377823;12,897047996520996;27,488082885742188;88,49937438964844
384;3;0;person;blue;33;105;43,934189042468745;284,7473354970014;152,2373333603102;1,247223834385352;-1,0629007286615035;244;46;320;240;10873,5;480,3502857685089;11433,5;459,3613691329956;0,3917525773195876;0,7374864351600651;0,9510211221410767;117,66295164442286;21,220066863281204;70,65946960449219;204,0761260986328;4,7487711906433105
384;3;1;true object;green;-134;67;20,947644723081506;106,87287850524449;177,07460526181666;0,2172367424962971;0,21608465967142365;92;168;117;193;327,0;81,94112467765808;375,5;77,77489364147186;1,0;0,5232;0,8708388814913449;20,404639941160397;20,533174047215617;20,839752197265625;66,85074615478516;156,77992248535156
384;3;2;false object;red;-161;-164;5,002613508281778;34,89286744719299;154,63912046527872;0,02552066128074415;-0,07827051340387925;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
385;3;0;person;blue;31;106;43,77930302379667;285,1647214305049;151,59588667083156;0,4173859335035104;-0,6414466894786415;243;47;320;240;10676,5;479,17871356010437;11376,5;456,3099162578583;0,39896373056994816;0,7184240629836485;0,9384696523535357;116,59220385328071;21,50632131589159;71,55059814453125;197,12628173828125;4,423056125640869
385;3;1;true object;green;-136;68;21,632096280327833;106,8282003491021;177,391694525803;-0,04467815614238191;0,3170892639863325;92;168;117;194;338,0;83,94112503528595;387,5;79,403724193573;0,9615384615384616;0,52;0,8722580645161291;20,7449985808745;20,846486604110975;21,951414108276367;80,29119110107422;158,57859802246094
385;3;2;false object;red;-163;-166;4,625162559159387;34,8938347403428;154,6875235128587;0,0009672931498059256;0,04840304757996705;25;149;48;162;221,5;62,72792184352875;232,0;60,81800127029419;1,7692307692307692;0,7408026755852842;0,9547413793103449;16,79352729949365;17,76429877565621;12,492789268493652;27,95290184020996;89,06847381591797
386;3;0;person;blue;29;107;42,96866897579035;284,9106772911635;152,08804119280393;-0,2540441393414312;0,49215452197236687;242;48;320;240;10563,0;477,4213538169861;11310,5;453,36406087875366;0,40625;0,7053285256410257;0,9339109676848946;115,97081232378052;21,57825893027017;73,02713012695312;190,84681701660156;4,385201930999756
386;3;1;true object;green;-138;69;21,440869408663037;106,85879849234635;178,28816355136192;0,030598143244247922;0,8964690255589289;91;168;118;195;390,0;88,76955211162567;442,5;83,96588349342346;1,0;0,5349794238683128;0,8813559322033898;22,283703068536735;20,20521380025289;21,209922790527344;70,06580352783203;156,2505645751953
386;3;2;false object;red;-165;-168;4,967056077669449;34,89286744719299;154,63912046527872;-0,0009672931498059256;-0,04840304757996705;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
387;3;0;person;blue;27;108;42,263487497539444;284,48988964140705;152,54650652714162;-0,42078764975644845;0,45846533433768855;242;48;320;240;10691,5;479,17871356010437;11431,5;454,25307154655457;0,40625;0,7139089209401709;0,9352665879368411;116,67407849447963;21,476148298098167;74,66881561279297;190,98544311523438;4,6618757247924805
387;3;1;true object;green;-140;70;22,521600742398398;106,9634846244455;178,6112294595791;0,10468613209914679;0,3230659082171883;91;168;118;196;399,0;90,76955211162567;457,0;85,73845851421356;0,9642857142857143;0,5277777777777778;0,8730853391684902;22,539356209735228;20,649402482569243;21,92992401123047;82,06755828857422;156,99375915527344
387;3;2;false object;red;-167;-170;5,121617724177715;34,89286744719299;154,63912046527872;0,0;0,0;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
388;3;0;person;blue;25;109;42,05165804693758;284,94462435968364;152,58875792552286;0,4547347182765975;0,04225139838123937;242;48;320;240;10718,0;478,5929265022278;11418,5;454,0117554664612;0,40625;0,7156784188034188;0,9386521872400052;116,81858345516554;21,370702490946705;76,0897445678711;190,97360229492188;3,730276346206665
388;3;1;true object;green;-142;71;23,147940739811546;107,08326140744576;178,77241005154005;0,11977678300026184;0,16118059196094237;91;168;118;196;405,5;91,35533857345581;463,0;86,34050178527832;0,9642857142857143;0,5363756613756614;0,8758099352051836;22,722205777391167;20,581499102024026;21,723859786987305;81,0425033569336;156,7017364501953
388;3;2;false object;red;-169;-172;5,447616885651504;34,89286744719299;154,63912046527872;0,0;0,0;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
389;3;0;person;blue;23;110;41,20619002786522;284,858686238789;152,10313430862658;-0,08593812089463881;-0,48562361689627664;242;48;320;240;10665,5;478,0071402788162;11402,5;454,03127229213715;0,40625;0,7121728098290598;0,9353650515237887;116,53212588969996;21,423358132064312;74,15989685058594;191,70973205566406;3,9497478008270264
389;3;1;true object;green;-144;72;23,932326386750933;107,30093951616111;178,96510027604748;0,2176781087153472;0,19269022450743023;91;168;118;197;419,0;92,76955211162567;475,0;88,05365252494812;0,9310344827586207;0,5351213282247765;0,8821052631578947;23,09734550211416;20,53983245582728;21,767980575561523;78,82218933105469;156,87820434570312
389;3;2;false object;red;-171;-174;5,662437657918982;34,89286744719299;154,63912046527872;0,0;0,0;25;149;48;162;219,5;62,72792184352875;231,0;60,80542230606079;1,7692307692307692;0,7341137123745819;0,9502164502164502;16,717538098337574;17,926160267917318;12,464981079101562;27,9576358795166;89,22249603271484
390;3;0;person;blue;21;111;41,55079822559034;285,92616078687985;150,6852336029487;1,0674745480908427;-1,41790070567788;243;47;320;240;10376,5;479,1787133216858;11229,0;453,41678762435913;0,39896373056994816;0,6982369961644573;0,9240805058331107;114,94246445915633;22,128100930046386;72,66788482666016;191,3304901123047;3,7238407135009766
390;3;1;true object;green;-146;73;22,928986536125258;107,20159161833249;179,1076027051094;-0,09934789782862197;0,14250242906192057;91;168;118;197;415,5;93,35533857345581;481,0;88,16706085205078;0,9310344827586207;0,5306513409961686;0,8638253638253638;23,000674573530667;20,975256895702927;22,480222702026367;92,94966125488281;157,14688110351562
390;3;2;false object;red;-173;-176;5,184612505975328;34,901077345102905;154,58982728763428;0,008209897909914332;-0,04929317764444363;25;149;48;162;217,5;62,72792184352875;230,0;60,79461145401001;1,7692307692307692;0,7274247491638796;0,9456521739130435;16,641201909113953;18,090998523254488;12,50776195526123;27,758012771606445;89,45662689208984
